chunk_id,stage,row_spec,R,L,I,T,status,max_tracks,max_frames
partial_raw_0070,partial_raw,R2:L19:I8:T6,R2,L19,I8,T6,done,0,0
partial_raw_0070,partial_raw,R2:L19:I8:T8,R2,L19,I8,T8,done,0,0
partial_raw_0071,partial_raw,R2:L19:I1+I3+I7:T6,R2,L19,I1+I3+I7,T6,done,0,0
partial_raw_0071,partial_raw,R2:L19:I1+I3+I7:T8,R2,L19,I1+I3+I7,T8,done,0,0
partial_raw_0071,partial_raw,R2:L19:I1+I2+I3+I8:T6,R2,L19,I1+I2+I3+I8,T6,done,0,0
partial_raw_0071,partial_raw,R2:L19:I1+I2+I3+I8:T8,R2,L19,I1+I2+I3+I8,T8,done,0,0
partial_raw_0072,partial_raw,R4:L0:I0:T6,R4,L0,I0,T6,done,0,0
partial_raw_0072,partial_raw,R4:L0:I0:T8,R4,L0,I0,T8,done,0,0
partial_raw_0072,partial_raw,R4:L0:I1:T6,R4,L0,I1,T6,done,0,0
partial_raw_0072,partial_raw,R4:L0:I1:T8,R4,L0,I1,T8,done,0,0
partial_raw_0073,partial_raw,R4:L0:I3:T6,R4,L0,I3,T6,done,0,0
partial_raw_0073,partial_raw,R4:L0:I3:T8,R4,L0,I3,T8,done,0,0
partial_raw_0073,partial_raw,R4:L0:I4:T6,R4,L0,I4,T6,done,0,0
partial_raw_0073,partial_raw,R4:L0:I4:T8,R4,L0,I4,T8,done,0,0
partial_raw_0074,partial_raw,R4:L0:I7:T6,R4,L0,I7,T6,done,0,0
partial_raw_0074,partial_raw,R4:L0:I7:T8,R4,L0,I7,T8,done,0,0
partial_raw_0074,partial_raw,R4:L0:I8:T6,R4,L0,I8,T6,done,0,0
partial_raw_0074,partial_raw,R4:L0:I8:T8,R4,L0,I8,T8,done,0,0
partial_raw_0075,partial_raw,R4:L0:I1+I3+I7:T6,R4,L0,I1+I3+I7,T6,done,0,0
partial_raw_0075,partial_raw,R4:L0:I1+I3+I7:T8,R4,L0,I1+I3+I7,T8,done,0,0
partial_raw_0075,partial_raw,R4:L0:I1+I2+I3+I8:T6,R4,L0,I1+I2+I3+I8,T6,done,0,0
partial_raw_0075,partial_raw,R4:L0:I1+I2+I3+I8:T8,R4,L0,I1+I2+I3+I8,T8,done,0,0
partial_raw_0076,partial_raw,R4:L1:I0:T6,R4,L1,I0,T6,done,0,0
partial_raw_0076,partial_raw,R4:L1:I0:T8,R4,L1,I0,T8,done,0,0
partial_raw_0076,partial_raw,R4:L1:I1:T6,R4,L1,I1,T6,done,0,0
partial_raw_0076,partial_raw,R4:L1:I1:T8,R4,L1,I1,T8,done,0,0
partial_raw_0077,partial_raw,R4:L1:I3:T6,R4,L1,I3,T6,done,0,0
partial_raw_0077,partial_raw,R4:L1:I3:T8,R4,L1,I3,T8,done,0,0
partial_raw_0077,partial_raw,R4:L1:I4:T6,R4,L1,I4,T6,done,0,0
partial_raw_0077,partial_raw,R4:L1:I4:T8,R4,L1,I4,T8,done,0,0
partial_raw_0078,partial_raw,R4:L1:I7:T6,R4,L1,I7,T6,done,0,0
partial_raw_0078,partial_raw,R4:L1:I7:T8,R4,L1,I7,T8,done,0,0
partial_raw_0078,partial_raw,R4:L1:I8:T6,R4,L1,I8,T6,done,0,0
partial_raw_0078,partial_raw,R4:L1:I8:T8,R4,L1,I8,T8,done,0,0
partial_raw_0079,partial_raw,R4:L1:I1+I3+I7:T6,R4,L1,I1+I3+I7,T6,done,0,0
partial_raw_0079,partial_raw,R4:L1:I1+I3+I7:T8,R4,L1,I1+I3+I7,T8,done,0,0
partial_raw_0079,partial_raw,R4:L1:I1+I2+I3+I8:T6,R4,L1,I1+I2+I3+I8,T6,done,0,0
partial_raw_0079,partial_raw,R4:L1:I1+I2+I3+I8:T8,R4,L1,I1+I2+I3+I8,T8,done,0,0
partial_raw_0080,partial_raw,R4:L2:I0:T6,R4,L2,I0,T6,done,0,0
partial_raw_0080,partial_raw,R4:L2:I0:T8,R4,L2,I0,T8,done,0,0
partial_raw_0080,partial_raw,R4:L2:I1:T6,R4,L2,I1,T6,done,0,0
partial_raw_0080,partial_raw,R4:L2:I1:T8,R4,L2,I1,T8,done,0,0
partial_raw_0081,partial_raw,R4:L2:I3:T6,R4,L2,I3,T6,done,0,0
partial_raw_0081,partial_raw,R4:L2:I3:T8,R4,L2,I3,T8,done,0,0
partial_raw_0081,partial_raw,R4:L2:I4:T6,R4,L2,I4,T6,done,0,0
partial_raw_0081,partial_raw,R4:L2:I4:T8,R4,L2,I4,T8,done,0,0
partial_raw_0082,partial_raw,R4:L2:I7:T6,R4,L2,I7,T6,done,0,0
partial_raw_0082,partial_raw,R4:L2:I7:T8,R4,L2,I7,T8,done,0,0
partial_raw_0082,partial_raw,R4:L2:I8:T6,R4,L2,I8,T6,done,0,0
partial_raw_0082,partial_raw,R4:L2:I8:T8,R4,L2,I8,T8,done,0,0
partial_raw_0083,partial_raw,R4:L2:I1+I3+I7:T6,R4,L2,I1+I3+I7,T6,done,0,0
partial_raw_0083,partial_raw,R4:L2:I1+I3+I7:T8,R4,L2,I1+I3+I7,T8,done,0,0
partial_raw_0083,partial_raw,R4:L2:I1+I2+I3+I8:T6,R4,L2,I1+I2+I3+I8,T6,done,0,0
partial_raw_0083,partial_raw,R4:L2:I1+I2+I3+I8:T8,R4,L2,I1+I2+I3+I8,T8,done,0,0
partial_raw_0084,partial_raw,R4:L3:I0:T6,R4,L3,I0,T6,done,0,0
partial_raw_0084,partial_raw,R4:L3:I0:T8,R4,L3,I0,T8,done,0,0
partial_raw_0084,partial_raw,R4:L3:I1:T6,R4,L3,I1,T6,done,0,0
partial_raw_0084,partial_raw,R4:L3:I1:T8,R4,L3,I1,T8,done,0,0
partial_raw_0085,partial_raw,R4:L3:I3:T6,R4,L3,I3,T6,done,0,0
partial_raw_0085,partial_raw,R4:L3:I3:T8,R4,L3,I3,T8,done,0,0
partial_raw_0085,partial_raw,R4:L3:I4:T6,R4,L3,I4,T6,done,0,0
partial_raw_0085,partial_raw,R4:L3:I4:T8,R4,L3,I4,T8,done,0,0
partial_raw_0086,partial_raw,R4:L3:I7:T6,R4,L3,I7,T6,done,0,0
partial_raw_0086,partial_raw,R4:L3:I7:T8,R4,L3,I7,T8,done,0,0
partial_raw_0086,partial_raw,R4:L3:I8:T6,R4,L3,I8,T6,done,0,0
partial_raw_0086,partial_raw,R4:L3:I8:T8,R4,L3,I8,T8,done,0,0
partial_raw_0087,partial_raw,R4:L3:I1+I3+I7:T6,R4,L3,I1+I3+I7,T6,done,0,0
partial_raw_0087,partial_raw,R4:L3:I1+I3+I7:T8,R4,L3,I1+I3+I7,T8,done,0,0
partial_raw_0087,partial_raw,R4:L3:I1+I2+I3+I8:T6,R4,L3,I1+I2+I3+I8,T6,done,0,0
partial_raw_0087,partial_raw,R4:L3:I1+I2+I3+I8:T8,R4,L3,I1+I2+I3+I8,T8,done,0,0
partial_raw_0088,partial_raw,R4:L4:I0:T6,R4,L4,I0,T6,done,0,0
partial_raw_0088,partial_raw,R4:L4:I0:T8,R4,L4,I0,T8,done,0,0
partial_raw_0088,partial_raw,R4:L4:I1:T6,R4,L4,I1,T6,done,0,0
partial_raw_0088,partial_raw,R4:L4:I1:T8,R4,L4,I1,T8,done,0,0
partial_raw_0089,partial_raw,R4:L4:I3:T6,R4,L4,I3,T6,done,0,0
partial_raw_0089,partial_raw,R4:L4:I3:T8,R4,L4,I3,T8,done,0,0
partial_raw_0089,partial_raw,R4:L4:I4:T6,R4,L4,I4,T6,done,0,0
partial_raw_0089,partial_raw,R4:L4:I4:T8,R4,L4,I4,T8,done,0,0
partial_raw_0090,partial_raw,R4:L4:I7:T6,R4,L4,I7,T6,done,0,0
partial_raw_0090,partial_raw,R4:L4:I7:T8,R4,L4,I7,T8,done,0,0
partial_raw_0090,partial_raw,R4:L4:I8:T6,R4,L4,I8,T6,done,0,0
partial_raw_0090,partial_raw,R4:L4:I8:T8,R4,L4,I8,T8,done,0,0
partial_raw_0091,partial_raw,R4:L4:I1+I3+I7:T6,R4,L4,I1+I3+I7,T6,done,0,0
partial_raw_0091,partial_raw,R4:L4:I1+I3+I7:T8,R4,L4,I1+I3+I7,T8,done,0,0
partial_raw_0091,partial_raw,R4:L4:I1+I2+I3+I8:T6,R4,L4,I1+I2+I3+I8,T6,done,0,0
partial_raw_0091,partial_raw,R4:L4:I1+I2+I3+I8:T8,R4,L4,I1+I2+I3+I8,T8,done,0,0
partial_raw_0092,partial_raw,R4:L5:I0:T6,R4,L5,I0,T6,done,0,0
partial_raw_0092,partial_raw,R4:L5:I0:T8,R4,L5,I0,T8,done,0,0
partial_raw_0092,partial_raw,R4:L5:I1:T6,R4,L5,I1,T6,done,0,0
partial_raw_0092,partial_raw,R4:L5:I1:T8,R4,L5,I1,T8,done,0,0
partial_raw_0093,partial_raw,R4:L5:I3:T6,R4,L5,I3,T6,done,0,0
partial_raw_0093,partial_raw,R4:L5:I3:T8,R4,L5,I3,T8,done,0,0
partial_raw_0093,partial_raw,R4:L5:I4:T6,R4,L5,I4,T6,done,0,0
partial_raw_0093,partial_raw,R4:L5:I4:T8,R4,L5,I4,T8,done,0,0
partial_raw_0094,partial_raw,R4:L5:I7:T6,R4,L5,I7,T6,done,0,0
partial_raw_0094,partial_raw,R4:L5:I7:T8,R4,L5,I7,T8,done,0,0
partial_raw_0094,partial_raw,R4:L5:I8:T6,R4,L5,I8,T6,done,0,0
partial_raw_0094,partial_raw,R4:L5:I8:T8,R4,L5,I8,T8,done,0,0
partial_raw_0095,partial_raw,R4:L5:I1+I3+I7:T6,R4,L5,I1+I3+I7,T6,done,0,0
partial_raw_0095,partial_raw,R4:L5:I1+I3+I7:T8,R4,L5,I1+I3+I7,T8,done,0,0
partial_raw_0095,partial_raw,R4:L5:I1+I2+I3+I8:T6,R4,L5,I1+I2+I3+I8,T6,done,0,0
partial_raw_0095,partial_raw,R4:L5:I1+I2+I3+I8:T8,R4,L5,I1+I2+I3+I8,T8,done,0,0
partial_raw_0096,partial_raw,R4:L7:I0:T6,R4,L7,I0,T6,done,0,0
partial_raw_0096,partial_raw,R4:L7:I0:T8,R4,L7,I0,T8,done,0,0
partial_raw_0096,partial_raw,R4:L7:I1:T6,R4,L7,I1,T6,done,0,0
partial_raw_0096,partial_raw,R4:L7:I1:T8,R4,L7,I1,T8,done,0,0
partial_raw_0097,partial_raw,R4:L7:I3:T6,R4,L7,I3,T6,done,0,0
partial_raw_0097,partial_raw,R4:L7:I3:T8,R4,L7,I3,T8,done,0,0
partial_raw_0097,partial_raw,R4:L7:I4:T6,R4,L7,I4,T6,done,0,0
partial_raw_0097,partial_raw,R4:L7:I4:T8,R4,L7,I4,T8,done,0,0
partial_raw_0098,partial_raw,R4:L7:I7:T6,R4,L7,I7,T6,done,0,0
partial_raw_0098,partial_raw,R4:L7:I7:T8,R4,L7,I7,T8,done,0,0
partial_raw_0098,partial_raw,R4:L7:I8:T6,R4,L7,I8,T6,done,0,0
partial_raw_0098,partial_raw,R4:L7:I8:T8,R4,L7,I8,T8,done,0,0
partial_raw_0099,partial_raw,R4:L7:I1+I3+I7:T6,R4,L7,I1+I3+I7,T6,done,0,0
partial_raw_0099,partial_raw,R4:L7:I1+I3+I7:T8,R4,L7,I1+I3+I7,T8,done,0,0
partial_raw_0099,partial_raw,R4:L7:I1+I2+I3+I8:T6,R4,L7,I1+I2+I3+I8,T6,done,0,0
partial_raw_0099,partial_raw,R4:L7:I1+I2+I3+I8:T8,R4,L7,I1+I2+I3+I8,T8,done,0,0
partial_raw_0100,partial_raw,R4:L8:I0:T6,R4,L8,I0,T6,done,0,0
partial_raw_0100,partial_raw,R4:L8:I0:T8,R4,L8,I0,T8,done,0,0
partial_raw_0100,partial_raw,R4:L8:I1:T6,R4,L8,I1,T6,done,0,0
partial_raw_0100,partial_raw,R4:L8:I1:T8,R4,L8,I1,T8,done,0,0
partial_raw_0101,partial_raw,R4:L8:I3:T6,R4,L8,I3,T6,done,0,0
partial_raw_0101,partial_raw,R4:L8:I3:T8,R4,L8,I3,T8,done,0,0
partial_raw_0101,partial_raw,R4:L8:I4:T6,R4,L8,I4,T6,done,0,0
partial_raw_0101,partial_raw,R4:L8:I4:T8,R4,L8,I4,T8,done,0,0
partial_raw_0102,partial_raw,R4:L8:I7:T6,R4,L8,I7,T6,done,0,0
partial_raw_0102,partial_raw,R4:L8:I7:T8,R4,L8,I7,T8,done,0,0
partial_raw_0102,partial_raw,R4:L8:I8:T6,R4,L8,I8,T6,done,0,0
partial_raw_0102,partial_raw,R4:L8:I8:T8,R4,L8,I8,T8,done,0,0
partial_raw_0103,partial_raw,R4:L8:I1+I3+I7:T6,R4,L8,I1+I3+I7,T6,done,0,0
partial_raw_0103,partial_raw,R4:L8:I1+I3+I7:T8,R4,L8,I1+I3+I7,T8,done,0,0
partial_raw_0103,partial_raw,R4:L8:I1+I2+I3+I8:T6,R4,L8,I1+I2+I3+I8,T6,done,0,0
partial_raw_0103,partial_raw,R4:L8:I1+I2+I3+I8:T8,R4,L8,I1+I2+I3+I8,T8,done,0,0
partial_raw_0104,partial_raw,R4:L10:I0:T6,R4,L10,I0,T6,done,0,0
partial_raw_0104,partial_raw,R4:L10:I0:T8,R4,L10,I0,T8,done,0,0
partial_raw_0104,partial_raw,R4:L10:I1:T6,R4,L10,I1,T6,done,0,0
partial_raw_0104,partial_raw,R4:L10:I1:T8,R4,L10,I1,T8,done,0,0
partial_raw_0105,partial_raw,R4:L10:I3:T6,R4,L10,I3,T6,done,0,0
partial_raw_0105,partial_raw,R4:L10:I3:T8,R4,L10,I3,T8,done,0,0
partial_raw_0105,partial_raw,R4:L10:I4:T6,R4,L10,I4,T6,done,0,0
partial_raw_0105,partial_raw,R4:L10:I4:T8,R4,L10,I4,T8,done,0,0
partial_raw_0106,partial_raw,R4:L10:I7:T6,R4,L10,I7,T6,done,0,0
partial_raw_0106,partial_raw,R4:L10:I7:T8,R4,L10,I7,T8,done,0,0
partial_raw_0106,partial_raw,R4:L10:I8:T6,R4,L10,I8,T6,done,0,0
partial_raw_0106,partial_raw,R4:L10:I8:T8,R4,L10,I8,T8,done,0,0
partial_raw_0107,partial_raw,R4:L10:I1+I3+I7:T6,R4,L10,I1+I3+I7,T6,done,0,0
partial_raw_0107,partial_raw,R4:L10:I1+I3+I7:T8,R4,L10,I1+I3+I7,T8,done,0,0
partial_raw_0107,partial_raw,R4:L10:I1+I2+I3+I8:T6,R4,L10,I1+I2+I3+I8,T6,done,0,0
partial_raw_0107,partial_raw,R4:L10:I1+I2+I3+I8:T8,R4,L10,I1+I2+I3+I8,T8,done,0,0
partial_raw_0108,partial_raw,R4:L11:I0:T6,R4,L11,I0,T6,done,0,0
partial_raw_0108,partial_raw,R4:L11:I0:T8,R4,L11,I0,T8,done,0,0
partial_raw_0108,partial_raw,R4:L11:I1:T6,R4,L11,I1,T6,done,0,0
partial_raw_0108,partial_raw,R4:L11:I1:T8,R4,L11,I1,T8,done,0,0
partial_raw_0109,partial_raw,R4:L11:I3:T6,R4,L11,I3,T6,done,0,0
partial_raw_0109,partial_raw,R4:L11:I3:T8,R4,L11,I3,T8,done,0,0
partial_raw_0109,partial_raw,R4:L11:I4:T6,R4,L11,I4,T6,done,0,0
partial_raw_0109,partial_raw,R4:L11:I4:T8,R4,L11,I4,T8,done,0,0
partial_raw_0110,partial_raw,R4:L11:I7:T6,R4,L11,I7,T6,done,0,0
partial_raw_0110,partial_raw,R4:L11:I7:T8,R4,L11,I7,T8,done,0,0
partial_raw_0110,partial_raw,R4:L11:I8:T6,R4,L11,I8,T6,done,0,0
partial_raw_0110,partial_raw,R4:L11:I8:T8,R4,L11,I8,T8,done,0,0
partial_raw_0111,partial_raw,R4:L11:I1+I3+I7:T6,R4,L11,I1+I3+I7,T6,done,0,0
partial_raw_0111,partial_raw,R4:L11:I1+I3+I7:T8,R4,L11,I1+I3+I7,T8,done,0,0
partial_raw_0111,partial_raw,R4:L11:I1+I2+I3+I8:T6,R4,L11,I1+I2+I3+I8,T6,done,0,0
partial_raw_0111,partial_raw,R4:L11:I1+I2+I3+I8:T8,R4,L11,I1+I2+I3+I8,T8,done,0,0
partial_raw_0112,partial_raw,R4:L12:I0:T6,R4,L12,I0,T6,done,0,0
partial_raw_0112,partial_raw,R4:L12:I0:T8,R4,L12,I0,T8,done,0,0
partial_raw_0112,partial_raw,R4:L12:I1:T6,R4,L12,I1,T6,done,0,0
partial_raw_0112,partial_raw,R4:L12:I1:T8,R4,L12,I1,T8,done,0,0
partial_raw_0113,partial_raw,R4:L12:I3:T6,R4,L12,I3,T6,done,0,0
partial_raw_0113,partial_raw,R4:L12:I3:T8,R4,L12,I3,T8,done,0,0
partial_raw_0113,partial_raw,R4:L12:I4:T6,R4,L12,I4,T6,done,0,0
partial_raw_0113,partial_raw,R4:L12:I4:T8,R4,L12,I4,T8,done,0,0
partial_raw_0114,partial_raw,R4:L12:I7:T6,R4,L12,I7,T6,done,0,0
partial_raw_0114,partial_raw,R4:L12:I7:T8,R4,L12,I7,T8,done,0,0
partial_raw_0114,partial_raw,R4:L12:I8:T6,R4,L12,I8,T6,done,0,0
partial_raw_0114,partial_raw,R4:L12:I8:T8,R4,L12,I8,T8,done,0,0
partial_raw_0115,partial_raw,R4:L12:I1+I3+I7:T6,R4,L12,I1+I3+I7,T6,done,0,0
partial_raw_0115,partial_raw,R4:L12:I1+I3+I7:T8,R4,L12,I1+I3+I7,T8,done,0,0
partial_raw_0115,partial_raw,R4:L12:I1+I2+I3+I8:T6,R4,L12,I1+I2+I3+I8,T6,done,0,0
partial_raw_0115,partial_raw,R4:L12:I1+I2+I3+I8:T8,R4,L12,I1+I2+I3+I8,T8,done,0,0
partial_raw_0116,partial_raw,R4:L13:I0:T6,R4,L13,I0,T6,done,0,0
partial_raw_0116,partial_raw,R4:L13:I0:T8,R4,L13,I0,T8,done,0,0
partial_raw_0116,partial_raw,R4:L13:I1:T6,R4,L13,I1,T6,done,0,0
partial_raw_0116,partial_raw,R4:L13:I1:T8,R4,L13,I1,T8,done,0,0
partial_raw_0117,partial_raw,R4:L13:I3:T6,R4,L13,I3,T6,done,0,0
partial_raw_0117,partial_raw,R4:L13:I3:T8,R4,L13,I3,T8,done,0,0
partial_raw_0117,partial_raw,R4:L13:I4:T6,R4,L13,I4,T6,done,0,0
partial_raw_0117,partial_raw,R4:L13:I4:T8,R4,L13,I4,T8,done,0,0
partial_raw_0118,partial_raw,R4:L13:I7:T6,R4,L13,I7,T6,done,0,0
partial_raw_0118,partial_raw,R4:L13:I7:T8,R4,L13,I7,T8,done,0,0
partial_raw_0118,partial_raw,R4:L13:I8:T6,R4,L13,I8,T6,done,0,0
partial_raw_0118,partial_raw,R4:L13:I8:T8,R4,L13,I8,T8,done,0,0
partial_raw_0119,partial_raw,R4:L13:I1+I3+I7:T6,R4,L13,I1+I3+I7,T6,done,0,0
partial_raw_0119,partial_raw,R4:L13:I1+I3+I7:T8,R4,L13,I1+I3+I7,T8,done,0,0
partial_raw_0119,partial_raw,R4:L13:I1+I2+I3+I8:T6,R4,L13,I1+I2+I3+I8,T6,done,0,0
partial_raw_0119,partial_raw,R4:L13:I1+I2+I3+I8:T8,R4,L13,I1+I2+I3+I8,T8,done,0,0
partial_raw_0120,partial_raw,R4:L14:I0:T6,R4,L14,I0,T6,done,0,0
partial_raw_0120,partial_raw,R4:L14:I0:T8,R4,L14,I0,T8,done,0,0
partial_raw_0120,partial_raw,R4:L14:I1:T6,R4,L14,I1,T6,done,0,0
partial_raw_0120,partial_raw,R4:L14:I1:T8,R4,L14,I1,T8,done,0,0
partial_raw_0121,partial_raw,R4:L14:I3:T6,R4,L14,I3,T6,done,0,0
partial_raw_0121,partial_raw,R4:L14:I3:T8,R4,L14,I3,T8,done,0,0
partial_raw_0121,partial_raw,R4:L14:I4:T6,R4,L14,I4,T6,done,0,0
partial_raw_0121,partial_raw,R4:L14:I4:T8,R4,L14,I4,T8,done,0,0
partial_raw_0122,partial_raw,R4:L14:I7:T6,R4,L14,I7,T6,done,0,0
partial_raw_0122,partial_raw,R4:L14:I7:T8,R4,L14,I7,T8,done,0,0
partial_raw_0122,partial_raw,R4:L14:I8:T6,R4,L14,I8,T6,done,0,0
partial_raw_0122,partial_raw,R4:L14:I8:T8,R4,L14,I8,T8,done,0,0
partial_raw_0123,partial_raw,R4:L14:I1+I3+I7:T6,R4,L14,I1+I3+I7,T6,done,0,0
partial_raw_0123,partial_raw,R4:L14:I1+I3+I7:T8,R4,L14,I1+I3+I7,T8,done,0,0
partial_raw_0123,partial_raw,R4:L14:I1+I2+I3+I8:T6,R4,L14,I1+I2+I3+I8,T6,done,0,0
partial_raw_0123,partial_raw,R4:L14:I1+I2+I3+I8:T8,R4,L14,I1+I2+I3+I8,T8,done,0,0
partial_raw_0124,partial_raw,R4:L15:I0:T6,R4,L15,I0,T6,done,0,0
partial_raw_0124,partial_raw,R4:L15:I0:T8,R4,L15,I0,T8,done,0,0
partial_raw_0124,partial_raw,R4:L15:I1:T6,R4,L15,I1,T6,done,0,0
partial_raw_0124,partial_raw,R4:L15:I1:T8,R4,L15,I1,T8,done,0,0
partial_raw_0125,partial_raw,R4:L15:I3:T6,R4,L15,I3,T6,done,0,0
partial_raw_0125,partial_raw,R4:L15:I3:T8,R4,L15,I3,T8,done,0,0
partial_raw_0125,partial_raw,R4:L15:I4:T6,R4,L15,I4,T6,done,0,0
partial_raw_0125,partial_raw,R4:L15:I4:T8,R4,L15,I4,T8,done,0,0
partial_raw_0126,partial_raw,R4:L15:I7:T6,R4,L15,I7,T6,done,0,0
partial_raw_0126,partial_raw,R4:L15:I7:T8,R4,L15,I7,T8,done,0,0
partial_raw_0126,partial_raw,R4:L15:I8:T6,R4,L15,I8,T6,done,0,0
partial_raw_0126,partial_raw,R4:L15:I8:T8,R4,L15,I8,T8,done,0,0
partial_raw_0127,partial_raw,R4:L15:I1+I3+I7:T6,R4,L15,I1+I3+I7,T6,done,0,0
partial_raw_0127,partial_raw,R4:L15:I1+I3+I7:T8,R4,L15,I1+I3+I7,T8,done,0,0
partial_raw_0127,partial_raw,R4:L15:I1+I2+I3+I8:T6,R4,L15,I1+I2+I3+I8,T6,done,0,0
partial_raw_0127,partial_raw,R4:L15:I1+I2+I3+I8:T8,R4,L15,I1+I2+I3+I8,T8,done,0,0
partial_raw_0128,partial_raw,R4:L16:I0:T6,R4,L16,I0,T6,done,0,0
partial_raw_0128,partial_raw,R4:L16:I0:T8,R4,L16,I0,T8,done,0,0
partial_raw_0128,partial_raw,R4:L16:I1:T6,R4,L16,I1,T6,done,0,0
partial_raw_0128,partial_raw,R4:L16:I1:T8,R4,L16,I1,T8,done,0,0
partial_raw_0129,partial_raw,R4:L16:I3:T6,R4,L16,I3,T6,done,0,0
partial_raw_0129,partial_raw,R4:L16:I3:T8,R4,L16,I3,T8,done,0,0
partial_raw_0129,partial_raw,R4:L16:I4:T6,R4,L16,I4,T6,done,0,0
partial_raw_0129,partial_raw,R4:L16:I4:T8,R4,L16,I4,T8,done,0,0
partial_raw_0130,partial_raw,R4:L16:I7:T6,R4,L16,I7,T6,done,0,0
partial_raw_0130,partial_raw,R4:L16:I7:T8,R4,L16,I7,T8,done,0,0
partial_raw_0130,partial_raw,R4:L16:I8:T6,R4,L16,I8,T6,done,0,0
partial_raw_0130,partial_raw,R4:L16:I8:T8,R4,L16,I8,T8,done,0,0
partial_raw_0131,partial_raw,R4:L16:I1+I3+I7:T6,R4,L16,I1+I3+I7,T6,done,0,0
partial_raw_0131,partial_raw,R4:L16:I1+I3+I7:T8,R4,L16,I1+I3+I7,T8,done,0,0
partial_raw_0131,partial_raw,R4:L16:I1+I2+I3+I8:T6,R4,L16,I1+I2+I3+I8,T6,done,0,0
partial_raw_0131,partial_raw,R4:L16:I1+I2+I3+I8:T8,R4,L16,I1+I2+I3+I8,T8,done,0,0
partial_raw_0132,partial_raw,R4:L17:I0:T6,R4,L17,I0,T6,done,0,0
partial_raw_0132,partial_raw,R4:L17:I0:T8,R4,L17,I0,T8,done,0,0
partial_raw_0132,partial_raw,R4:L17:I1:T6,R4,L17,I1,T6,done,0,0
partial_raw_0132,partial_raw,R4:L17:I1:T8,R4,L17,I1,T8,done,0,0
partial_raw_0133,partial_raw,R4:L17:I3:T6,R4,L17,I3,T6,done,0,0
partial_raw_0133,partial_raw,R4:L17:I3:T8,R4,L17,I3,T8,done,0,0
partial_raw_0133,partial_raw,R4:L17:I4:T6,R4,L17,I4,T6,done,0,0
partial_raw_0133,partial_raw,R4:L17:I4:T8,R4,L17,I4,T8,done,0,0
partial_raw_0134,partial_raw,R4:L17:I7:T6,R4,L17,I7,T6,done,0,0
partial_raw_0134,partial_raw,R4:L17:I7:T8,R4,L17,I7,T8,done,0,0
partial_raw_0134,partial_raw,R4:L17:I8:T6,R4,L17,I8,T6,done,0,0
partial_raw_0134,partial_raw,R4:L17:I8:T8,R4,L17,I8,T8,done,0,0
partial_raw_0135,partial_raw,R4:L17:I1+I3+I7:T6,R4,L17,I1+I3+I7,T6,done,0,0
partial_raw_0135,partial_raw,R4:L17:I1+I3+I7:T8,R4,L17,I1+I3+I7,T8,done,0,0
partial_raw_0135,partial_raw,R4:L17:I1+I2+I3+I8:T6,R4,L17,I1+I2+I3+I8,T6,done,0,0
partial_raw_0135,partial_raw,R4:L17:I1+I2+I3+I8:T8,R4,L17,I1+I2+I3+I8,T8,done,0,0
partial_raw_0136,partial_raw,R4:L18:I0:T6,R4,L18,I0,T6,done,0,0
partial_raw_0136,partial_raw,R4:L18:I0:T8,R4,L18,I0,T8,done,0,0
partial_raw_0136,partial_raw,R4:L18:I1:T6,R4,L18,I1,T6,done,0,0
partial_raw_0136,partial_raw,R4:L18:I1:T8,R4,L18,I1,T8,done,0,0
partial_raw_0137,partial_raw,R4:L18:I3:T6,R4,L18,I3,T6,done,0,0
partial_raw_0137,partial_raw,R4:L18:I3:T8,R4,L18,I3,T8,done,0,0
partial_raw_0137,partial_raw,R4:L18:I4:T6,R4,L18,I4,T6,done,0,0
partial_raw_0137,partial_raw,R4:L18:I4:T8,R4,L18,I4,T8,done,0,0
partial_raw_0138,partial_raw,R4:L18:I7:T6,R4,L18,I7,T6,done,0,0
partial_raw_0138,partial_raw,R4:L18:I7:T8,R4,L18,I7,T8,done,0,0
partial_raw_0138,partial_raw,R4:L18:I8:T6,R4,L18,I8,T6,done,0,0
partial_raw_0138,partial_raw,R4:L18:I8:T8,R4,L18,I8,T8,done,0,0
partial_raw_0139,partial_raw,R4:L18:I1+I3+I7:T6,R4,L18,I1+I3+I7,T6,done,0,0
partial_raw_0139,partial_raw,R4:L18:I1+I3+I7:T8,R4,L18,I1+I3+I7,T8,done,0,0
partial_raw_0139,partial_raw,R4:L18:I1+I2+I3+I8:T6,R4,L18,I1+I2+I3+I8,T6,done,0,0
partial_raw_0139,partial_raw,R4:L18:I1+I2+I3+I8:T8,R4,L18,I1+I2+I3+I8,T8,done,0,0
partial_raw_0140,partial_raw,R4:L19:I0:T6,R4,L19,I0,T6,done,0,0
partial_raw_0140,partial_raw,R4:L19:I0:T8,R4,L19,I0,T8,done,0,0
partial_raw_0140,partial_raw,R4:L19:I1:T6,R4,L19,I1,T6,done,0,0
partial_raw_0140,partial_raw,R4:L19:I1:T8,R4,L19,I1,T8,done,0,0
partial_raw_0141,partial_raw,R4:L19:I3:T6,R4,L19,I3,T6,done,0,0
partial_raw_0141,partial_raw,R4:L19:I3:T8,R4,L19,I3,T8,done,0,0
partial_raw_0141,partial_raw,R4:L19:I4:T6,R4,L19,I4,T6,done,0,0
partial_raw_0141,partial_raw,R4:L19:I4:T8,R4,L19,I4,T8,done,0,0
