case,case_label,source_root,fusion_id,fusion_family,fusion_deployability,fusion_kind,capture_id,tag,n_samples,prior_missing_samples,pseudo_imu_prior_available_ratio,bodyfit_prior_vs_opti_p50_mm,bodyfit_prior_vs_opti_p95_mm,err3d_p50_mm,err3d_p95_mm,err3d_rmse_mm,err_horizontal_xz_p50_mm,err_horizontal_xz_p95_mm,err_vertical_y_p50_mm,err_vertical_y_p95_mm,note,extrinsic_note,turn_center_abs_error_3d_mm,turn_center_abs_error_horizontal_xz_mm,turn_center_abs_error_vertical_y_mm,fused_radius_mm,opti_radius_mm,radius_error_mm,radius_error_abs_mm,circle_thickness_rms_mm,circle_thickness_p95_mm,turn_count,turn_center_repeatability_rms_mm,turn_center_repeatability_p95_mm
full_original_v4io_T4,FULL original v4-io/T4,FULL_US,PI0,passthrough,baseline,PI0,R06,BS2DCE,1200,0,1.0,0.6899174408810282,1.6964323827039254,140.29855916447576,272.08960363594827,164.09025185698425,80.34788209034886,177.95369298088292,96.64576654332853,231.08303924081116,original self-cal layout and solver residual delay corrections,body pose excludes the UWB antenna marker; lever arm is estimated from the antenna marker for this oracle pseudo-IMU diagnostic,64.60500080079855,54.79101065250971,34.23085275227231,515.335047194862,426.6440400664725,88.69100712838951,88.69100712838951,110.10850708005054,202.3818857213482,24,20.38039586961324,38.61581809847272
full_original_v4io_T4,FULL original v4-io/T4,FULL_US,PI0,passthrough,baseline,PI0,R06,BSDC91,1201,0,1.0,0.4800497419270359,1.2280564326964891,99.16469976377928,196.01392407723662,117.8101658053253,63.83989379892852,154.1406288084516,56.61172572903979,162.0830785581095,original self-cal layout and solver residual delay corrections,body pose excludes the UWB antenna marker; lever arm is estimated from the antenna marker for this oracle pseudo-IMU diagnostic,70.031068193881,49.600291222509256,49.43846299207007,599.1523769844665,553.9352277035896,45.217149280876924,45.217149280876924,85.7817625405707,149.83842625946522,24,13.595846545653183,22.498802649143474
full_original_v4io_T4,FULL original v4-io/T4,FULL_US,PI0,passthrough,baseline,PI0,R07,BS2DCE,1200,0,1.0,0.6969047656338573,1.8453974205762473,123.9357374584282,276.90277662663766,155.35340279149355,72.15829885130286,203.9454674963647,76.20193433274767,216.04738220081236,original self-cal layout and solver residual delay corrections,body pose excludes the UWB antenna marker; lever arm is estimated from the antenna marker for this oracle pseudo-IMU diagnostic,100.57671659536572,100.45013980103138,5.044336929445308,508.1543768327449,426.63347228151616,81.52090455122874,81.52090455122874,89.74318437460046,164.84574798710128,23,14.448523463587405,22.683392720815693
full_original_v4io_T4,FULL original v4-io/T4,FULL_US,PI0,passthrough,baseline,PI0,R07,BSDC91,1201,0,1.0,0.6047095698576332,2.07249541421424,88.65329929615733,177.82776317433792,105.1355336754622,58.65710668112231,147.28999398124134,49.55318928769145,124.34296004958526,original self-cal layout and solver residual delay corrections,body pose excludes the UWB antenna marker; lever arm is estimated from the antenna marker for this oracle pseudo-IMU diagnostic,71.5624774888479,66.63583854284569,26.093163971309878,592.3436509893437,553.710088338652,38.633562650691715,38.633562650691715,67.03106650766857,112.73588897746838,23,10.936564887106735,17.17172319835337
full_original_v4io_T4,FULL original v4-io/T4,FULL_US,PI0,passthrough,baseline,PI0,R08,BS2DCE,1201,0,1.0,0.48890538590437993,1.0581402501994122,115.25451518256335,312.3937580582147,161.72466994315687,79.41119764330679,186.91241762459097,69.66805618111334,264.55795403394495,original self-cal layout and solver residual delay corrections,body pose excludes the UWB antenna marker; lever arm is estimated from the antenna marker for this oracle pseudo-IMU diagnostic,91.84331638960664,89.98091779822995,18.401880274297355,504.55205225993313,426.4998438737726,78.05220838616054,78.05220838616054,111.35571265404674,210.587624247908,24,16.546138132359214,27.11756384769512
full_original_v4io_T4,FULL original v4-io/T4,FULL_US,PI0,passthrough,baseline,PI0,R08,BSDC91,1200,0,1.0,0.5699267655561844,1.3672575743927289,81.5622729468723,182.18448993708114,102.51995301044073,62.624296045146366,137.05410684862383,38.41397223054349,142.25580626905847,original self-cal layout and solver residual delay corrections,body pose excludes the UWB antenna marker; lever arm is estimated from the antenna marker for this oracle pseudo-IMU diagnostic,49.1882598953905,45.90179974819562,17.677943642093396,598.5828802605768,553.6862544616728,44.89662579890398,44.89662579890398,78.20291936141297,146.16886595994762,24,12.774705700291204,25.268675005090984
full_original_v4io_T4,FULL original v4-io/T4,FULL_US,PI0,passthrough,baseline,PI0,R09,BS2DCE,1200,0,1.0,0.5498796830521857,1.0234934586051931,144.8315004813482,349.5924137462236,193.6672766899244,104.35132451423814,248.98427000421282,83.06237790865396,272.1072822367679,original self-cal layout and solver residual delay corrections,body pose excludes the UWB antenna marker; lever arm is estimated from the antenna marker for this oracle pseudo-IMU diagnostic,81.54873767101556,80.29841094513795,14.225393331007126,529.7175207083567,426.5535566940207,103.16396401433599,103.16396401433599,132.9723126967088,251.66829137271918,24,16.4331618078125,24.012653348419924
full_original_v4io_T4,FULL original v4-io/T4,FULL_US,PI0,passthrough,baseline,PI0,R09,BSDC91,1200,0,1.0,0.5979951471003437,1.099738444902662,111.97491533012766,212.32958297609255,128.88090823638512,85.34986157860847,181.4240581558051,53.20517798646915,140.37104772237237,original self-cal layout and solver residual delay corrections,body pose excludes the UWB antenna marker; lever arm is estimated from the antenna marker for this oracle pseudo-IMU diagnostic,66.20959611229671,45.46891837514951,48.127830609195826,622.2716076594801,553.6949651923159,68.57664246716422,68.57664246716422,86.1226284931989,146.08302775563865,24,12.769341617252746,24.02265143743829
full_original_v4io_T4,FULL original v4-io/T4,FULL_US,PI0,passthrough,baseline,PI0,R10,BS2DCE,1200,0,1.0,0.41633392427713994,1.5042055547234208,112.86696660024808,270.43865722104186,147.5813960691571,67.26322776515158,151.65334566760873,81.2286943466168,233.20723547991648,original self-cal layout and solver residual delay corrections,body pose excludes the UWB antenna marker; lever arm is estimated from the antenna marker for this oracle pseudo-IMU diagnostic,68.74994161450954,47.33613074097785,49.858251057087045,504.0555293002815,426.71442181080937,77.34110748947211,77.34110748947211,90.9290802123352,159.50794705686795,23,15.762268102377245,23.06387732121432
full_original_v4io_T4,FULL original v4-io/T4,FULL_US,PI0,passthrough,baseline,PI0,R10,BSDC91,1200,0,1.0,0.4600749273815663,1.2037169262796696,75.28336261330243,192.1404130077654,98.77395187385065,46.97419073013003,143.96500457300587,48.85518987331477,144.6504772427544,original self-cal layout and solver residual delay corrections,body pose excludes the UWB antenna marker; lever arm is estimated from the antenna marker for this oracle pseudo-IMU diagnostic,66.30890354705646,42.670094752821605,50.75562730769923,591.4497829995948,553.8753944619384,37.57438853765643,37.57438853765643,66.90258899990789,117.81170172548687,23,11.055469145322636,18.40261291208928
full_original_v4io_T4,FULL original v4-io/T4,FULL_US,PI0,passthrough,baseline,PI0,R11,BS2DCE,1201,0,1.0,0.6044497669054901,1.7847508590205303,105.93088539443305,261.4130936183177,149.39110983266485,70.67118276991768,233.99244845810261,56.41566039993381,156.65085168274175,original self-cal layout and solver residual delay corrections,body pose excludes the UWB antenna marker; lever arm is estimated from the antenna marker for this oracle pseudo-IMU diagnostic,93.09064139738094,85.64746304832212,36.47436893439101,486.8128274818822,426.8423177244342,59.970509757447985,59.970509757447985,74.74792878657199,140.56955953658672,23,13.811014421163819,25.15598570161176
full_original_v4io_T4,FULL original v4-io/T4,FULL_US,PI0,passthrough,baseline,PI0,R11,BSDC91,1200,0,1.0,0.6056810786027171,2.3340156369624507,82.80493059796945,165.30583743708036,101.0994786189345,56.317907242400125,130.95949652864465,46.10507324662535,133.93071443932962,original self-cal layout and solver residual delay corrections,body pose excludes the UWB antenna marker; lever arm is estimated from the antenna marker for this oracle pseudo-IMU diagnostic,70.73326328826903,62.503693107110216,33.113182924324406,573.4620182398605,553.6302994130274,19.83171882683314,19.83171882683314,57.42852609160786,98.85147265630357,23,11.107067864016052,17.353079444272762
full_original_v4io_T4,FULL original v4-io/T4,FULL_US,PI0,passthrough,baseline,PI0,R12,BS2DCE,1200,0,1.0,0.47574244757321726,1.453166284792486,123.44330507692854,244.63101745445218,145.0804540104601,73.39530635044163,178.70659110036826,69.10096437231505,219.54542420820337,original self-cal layout and solver residual delay corrections,body pose excludes the UWB antenna marker; lever arm is estimated from the antenna marker for this oracle pseudo-IMU diagnostic,88.44703243642334,73.82726320580078,48.70741991063721,482.56009156651095,426.60555995623366,55.954531610277286,55.954531610277286,91.00395951630645,164.7701373320057,23,20.184208536619106,37.57696853167951
full_original_v4io_T4,FULL original v4-io/T4,FULL_US,PI0,passthrough,baseline,PI0,R12,BSDC91,1200,0,1.0,0.685594086804759,1.9215459263278896,91.79973126950189,181.2620329226443,107.36473986140145,56.336577309729265,139.77359879451734,57.42739786990606,145.1314637118517,original self-cal layout and solver residual delay corrections,body pose excludes the UWB antenna marker; lever arm is estimated from the antenna marker for this oracle pseudo-IMU diagnostic,53.4068177917323,42.20647495889337,32.72463381282671,595.0737803144242,553.7074846405566,41.366295673867626,41.366295673867626,74.35220942851743,135.32341367274321,23,13.21358617644566,21.25112855315096
full_original_v4io_T4,FULL original v4-io/T4,FULL_US,PI0,passthrough,baseline,PI0,R13,BS2DCE,1201,0,1.0,0.5187665584708572,1.7867190838230813,110.07364627883442,249.72353514227854,140.1892167645013,70.28423821891091,191.51547344248206,67.49509706792276,197.14455433942226,original self-cal layout and solver residual delay corrections,body pose excludes the UWB antenna marker; lever arm is estimated from the antenna marker for this oracle pseudo-IMU diagnostic,61.12646678947376,41.06255464005042,45.28036603868736,496.86577449932213,426.619674136456,70.24610036286612,70.24610036286612,78.22891172940129,139.20788675563554,23,12.537006496081231,21.16316946630756
full_original_v4io_T4,FULL original v4-io/T4,FULL_US,PI0,passthrough,baseline,PI0,R13,BSDC91,1200,0,1.0,0.5379599784001252,1.4620300769084373,92.69109598551061,180.92280009161016,109.39704004293385,57.56390750721219,128.09655817628757,57.97158186707935,154.58991443859432,original self-cal layout and solver residual delay corrections,body pose excludes the UWB antenna marker; lever arm is estimated from the antenna marker for this oracle pseudo-IMU diagnostic,60.776286497901864,19.008465435572322,57.7272486981642,588.2552446962753,553.772122596342,34.483122099933325,34.483122099933325,59.602478336629865,111.47740758169518,23,11.28654621874271,16.990062686565274
full_original_v4io_T4,FULL original v4-io/T4,FULL_US,PI0,passthrough,baseline,PI0,R14,BS2DCE,1201,0,1.0,0.5263214061731323,1.1895491729060717,105.8059292736933,234.64761289969928,133.02832412883262,52.15906281079636,118.60638464492499,77.65496725972048,222.80100739016814,original self-cal layout and solver residual delay corrections,body pose excludes the UWB antenna marker; lever arm is estimated from the antenna marker for this oracle pseudo-IMU diagnostic,57.81622276113969,20.7609618210441,53.96015269280542,478.5824432686301,426.68697811414734,51.895465154482736,51.895465154482736,77.23544241489785,138.47376435817154,23,24.568124037515283,43.64215511000628
full_original_v4io_T4,FULL original v4-io/T4,FULL_US,PI0,passthrough,baseline,PI0,R14,BSDC91,1200,0,1.0,0.3876626693892535,1.211313040492213,75.95014313790203,152.15983362913704,90.44332683211326,47.13279850115499,97.97351911316835,46.36443027253392,138.27036242760087,original self-cal layout and solver residual delay corrections,body pose excludes the UWB antenna marker; lever arm is estimated from the antenna marker for this oracle pseudo-IMU diagnostic,43.546266146202065,7.008620840258059,42.97855894737938,586.7110456586751,553.6911689203672,33.01987673830786,33.01987673830786,56.64099071221944,96.95676289086795,23,12.13357540879937,21.561055323418064
full_original_v4io_T4,FULL original v4-io/T4,FULL_US,PI0,passthrough,baseline,PI0,R15,BS2DCE,1200,0,1.0,0.7075097854476462,1.5032308719395833,105.86976514315649,228.95666309125616,131.58957939997637,70.00107297566191,191.4885821172574,56.11122491612957,171.2078106058502,original self-cal layout and solver residual delay corrections,body pose excludes the UWB antenna marker; lever arm is estimated from the antenna marker for this oracle pseudo-IMU diagnostic,81.45595948557818,65.41588517344509,48.53694780979538,457.6389293613869,426.7388268270692,30.900102534317682,30.900102534317682,74.47342082807467,142.78870801588417,22,13.392250848654493,24.0002834495346
full_original_v4io_T4,FULL original v4-io/T4,FULL_US,PI0,passthrough,baseline,PI0,R15,BSDC91,1200,0,1.0,0.7052225692580829,2.06381371936477,85.8956681628863,165.79139617562797,101.57606708693568,56.0982703662397,135.33786375483578,46.25329844329718,134.44550073625427,original self-cal layout and solver residual delay corrections,body pose excludes the UWB antenna marker; lever arm is estimated from the antenna marker for this oracle pseudo-IMU diagnostic,63.135937173255776,39.354239132565795,49.36993442412222,563.5630315018668,553.7239696599694,9.839061841897433,9.839061841897433,56.94146343683673,102.08258985809566,22,10.001598294122674,15.65770010598629
full_original_v4io_T4,FULL original v4-io/T4,FULL_US,PI0,passthrough,baseline,PI0,R16,BS2DCE,1201,0,1.0,0.4593545780895926,1.3210644207829607,119.47621944514025,244.32922347298398,142.80419045172752,63.28798979336343,162.76424434903876,84.50734011563384,216.88647562744046,original self-cal layout and solver residual delay corrections,body pose excludes the UWB antenna marker; lever arm is estimated from the antenna marker for this oracle pseudo-IMU diagnostic,83.46358380051316,49.89023610655421,66.91139037606047,477.4624070603769,426.7546691537481,50.70773790662878,50.70773790662878,81.07965225613862,148.76917835408722,23,21.406513367965193,33.65280713741497
full_original_v4io_T4,FULL original v4-io/T4,FULL_US,PI0,passthrough,baseline,PI0,R16,BSDC91,1200,0,1.0,0.5017451927083727,1.5813067221050605,91.95732299968031,167.07141402631177,103.8778891860821,47.33106043608369,110.635629625958,66.20839753712306,144.56647580159694,original self-cal layout and solver residual delay corrections,body pose excludes the UWB antenna marker; lever arm is estimated from the antenna marker for this oracle pseudo-IMU diagnostic,71.16513366024195,22.92819247170355,67.37042555053824,581.5228008290638,553.8570986645638,27.66570216450009,27.66570216450009,58.14625073954204,104.59659281773736,23,12.896314331692176,24.03862131827082
full_original_v4io_T4,FULL original v4-io/T4,FULL_US,PI0,passthrough,baseline,PI0,R17,BS2DCE,1201,0,1.0,0.6707930802935134,1.4751944655969758,120.03099303578833,275.8541822436681,156.21416811137064,66.27540067673179,191.7785720541385,81.20782480210767,233.00781677834624,original self-cal layout and solver residual delay corrections,body pose excludes the UWB antenna marker; lever arm is estimated from the antenna marker for this oracle pseudo-IMU diagnostic,81.91523795145771,57.595284347971216,58.24851439753877,490.74578710302524,426.77989847218157,63.965888630843665,63.965888630843665,68.52894640110068,117.31219331420333,23,12.687772435680728,20.347108017520963
full_original_v4io_T4,FULL original v4-io/T4,FULL_US,PI0,passthrough,baseline,PI0,R17,BSDC91,1200,0,1.0,0.7129692567879754,1.793962456196176,87.81824053588534,180.87812504706253,106.40027562584979,53.37455202572274,160.3004914130255,55.114471561176316,136.40373013963816,original self-cal layout and solver residual delay corrections,body pose excludes the UWB antenna marker; lever arm is estimated from the antenna marker for this oracle pseudo-IMU diagnostic,78.00104322792568,42.13122546347168,65.64390745218361,573.7020681846042,553.9448837938895,19.757184390714656,19.757184390714656,53.0396269274161,96.83551936889435,23,13.64063586806674,27.1397386803562
full_original_v4io_T4,FULL original v4-io/T4,FULL_US,PI1,pseudo_imu_relative_prior,online_oracle,PI1,R01,BS2DCE,1201,0,1.0,0.7844092131662066,1.5230621467371097,76.571064006809,135.30951952605568,84.29548695316724,37.550390936984456,59.428674003876225,65.1603313739256,126.37834345418116,original self-cal layout and solver residual delay corrections,body pose excludes the UWB antenna marker; lever arm is estimated from the antenna marker for this oracle pseudo-IMU diagnostic,66.59282185969158,26.201894760311866,61.2214393346494,435.02468755269814,426.48582848840823,8.538859064289909,8.538859064289909,43.03042293617358,76.95545626559452,31,20.95511660879751,42.06657673051186
full_original_v4io_T4,FULL original v4-io/T4,FULL_US,PI1,pseudo_imu_relative_prior,online_oracle,PI1,R01,BSDC91,1200,0,1.0,0.7640271245647664,1.367093713073371,64.86331791609372,96.9959346916078,67.55875136819317,27.904751521291608,43.402049519305336,56.708245236392486,90.92001784263375,original self-cal layout and solver residual delay corrections,body pose excludes the UWB antenna marker; lever arm is estimated from the antenna marker for this oracle pseudo-IMU diagnostic,58.46052493666522,14.014940494016871,56.75574348750638,561.7859225286861,553.5374362567889,8.248486271897264,8.248486271897264,23.46079770009424,42.10864676527722,31,12.09643357369903,18.897394194337295
full_original_v4io_T4,FULL original v4-io/T4,FULL_US,PI1,pseudo_imu_relative_prior,online_oracle,PI1,R02,BS2DCE,1201,0,1.0,0.5441049430780401,2.665290987285192,49.22044357152766,94.18149366452124,57.36878367596354,27.184984032552258,59.28104412305715,37.45585363448936,80.06116556614734,original self-cal layout and solver residual delay corrections,body pose excludes the UWB antenna marker; lever arm is estimated from the antenna marker for this oracle pseudo-IMU diagnostic,36.55865881351369,7.103311202540044,35.8619367045726,445.95207127665486,426.5872672453299,19.36480403132498,19.36480403132498,28.721889142331783,49.613570022852855,28,17.415259925757958,27.663131685738453
full_original_v4io_T4,FULL original v4-io/T4,FULL_US,PI1,pseudo_imu_relative_prior,online_oracle,PI1,R02,BSDC91,1200,0,1.0,0.6563544981051849,1.870994364279967,69.88903333513584,103.40776392645012,71.27765018104623,26.05557256064941,40.1514750955901,64.3850112566439,99.57265460265944,original self-cal layout and solver residual delay corrections,body pose excludes the UWB antenna marker; lever arm is estimated from the antenna marker for this oracle pseudo-IMU diagnostic,60.92723860447386,8.584114622005854,60.319494196509595,557.4987199429196,553.7579522299013,3.740767713018272,3.740767713018272,21.071048274705802,35.2412176256524,28,10.48155128959717,18.32595824097654
full_original_v4io_T4,FULL original v4-io/T4,FULL_US,PI1,pseudo_imu_relative_prior,online_oracle,PI1,R03,BS2DCE,1050,0,1.0,1.0336151350886942,2.896007668249707,70.86820601303606,149.9601132664069,89.67542732484243,50.610619641349544,93.16841419443567,46.36544860279531,127.63990579105612,original self-cal layout and solver residual delay corrections,body pose excludes the UWB antenna marker; lever arm is estimated from the antenna marker for this oracle pseudo-IMU diagnostic,63.951836204122266,36.214776169892986,52.70984102464581,456.41319499098415,426.57234620164684,29.840848789337315,29.840848789337315,25.558723166287518,40.32395263666439,25,15.835803873467967,27.785639422484866
full_original_v4io_T4,FULL original v4-io/T4,FULL_US,PI1,pseudo_imu_relative_prior,online_oracle,PI1,R03,BSDC91,1200,0,1.0,0.8690802314076733,2.3034669999312496,63.78059629220496,95.23605313685728,65.26752903496343,27.39448204040604,55.64218056496776,55.00285624955944,80.22174363875232,original self-cal layout and solver residual delay corrections,body pose excludes the UWB antenna marker; lever arm is estimated from the antenna marker for this oracle pseudo-IMU diagnostic,58.84942841996501,19.524647156463768,55.5161542145363,555.50219033497,553.5575033917082,1.944686943261786,1.944686943261786,17.160569693287584,29.68776975769504,29,10.231513485554089,13.663556924517472
full_original_v4io_T4,FULL original v4-io/T4,FULL_US,PI1,pseudo_imu_relative_prior,online_oracle,PI1,R04,BS2DCE,1200,0,1.0,0.540966195619681,1.3057561096131283,71.2893592489234,118.08088414075544,77.73804033527371,61.76861255017627,89.63542608605447,28.45145513714192,88.17358772975027,original self-cal layout and solver residual delay corrections,body pose excludes the UWB antenna marker; lever arm is estimated from the antenna marker for this oracle pseudo-IMU diagnostic,60.39483860824661,55.51756248612324,23.776811941796495,452.04356608362315,426.43337333690476,25.610192746718383,25.610192746718383,27.401463357523454,48.930499097875,28,15.881821886241623,25.603051787382366
full_original_v4io_T4,FULL original v4-io/T4,FULL_US,PI1,pseudo_imu_relative_prior,online_oracle,PI1,R04,BSDC91,1200,0,1.0,0.6809375246193445,1.2420865656876698,57.82907286547936,82.03915070486713,58.915146679056306,42.909450200481515,63.264150392169256,35.595601760729835,67.75621538719963,original self-cal layout and solver residual delay corrections,body pose excludes the UWB antenna marker; lever arm is estimated from the antenna marker for this oracle pseudo-IMU diagnostic,50.401669810453996,34.55034075379953,36.69607981076956,567.5925457414529,553.4706845883857,14.121861153067243,14.121861153067243,20.447167290915445,34.20277824415948,28,9.963454562184115,17.64169531508845
full_original_v4io_T4,FULL original v4-io/T4,FULL_US,PI1,pseudo_imu_relative_prior,online_oracle,PI1,R05,BS2DCE,1200,0,1.0,0.6784857447187913,1.0835364874883064,77.04571223572484,133.11030966778597,84.62807065091569,62.385242202304234,113.35434474289674,34.977809698665396,84.2186282203144,original self-cal layout and solver residual delay corrections,body pose excludes the UWB antenna marker; lever arm is estimated from the antenna marker for this oracle pseudo-IMU diagnostic,75.02743532017531,66.3446169365891,35.03580817193097,454.1346937052853,426.4908337551261,27.643859950159197,27.643859950159197,26.215455753447767,49.48602105415754,29,17.975708130249195,30.62127408479109
full_original_v4io_T4,FULL original v4-io/T4,FULL_US,PI1,pseudo_imu_relative_prior,online_oracle,PI1,R05,BSDC91,1201,0,1.0,0.7296262615156193,1.184644760043828,58.83150557305857,80.00182802304337,58.91936788679483,38.015127345096744,67.75983099286829,36.43858871912357,61.372267941118935,original self-cal layout and solver residual delay corrections,body pose excludes the UWB antenna marker; lever arm is estimated from the antenna marker for this oracle pseudo-IMU diagnostic,46.07961707767203,26.971302686965203,37.36147670252058,571.3756099700028,553.5314134827562,17.844196487246563,17.844196487246563,14.732598644145543,23.888889557267735,29,8.80788244257994,13.851683961329432
